Na_a,Mg_a,Al_a,S_a,K_a,Ti_a,V_a,Cr_a,Mn_a,Fe_a,Co_a,Cu_a,Zn_a,Sr_a,Cd_a,Sn_a,Ba_a,Hg_a,Pb_a,name_a,Na_i,Mg_i,Al_i,S_i,K_i,Ti_i,V_i,Cr_i,Mn_i,Fe_i,Co_i,Cu_i,Zn_i,Sr_i,Cd_i,Sn_i,Ba_i,Hg_i,Pb_i,name_i
9454.47778,16139.24444,3706.84444,39559.27778,136178.02222,1605.33333,4.33333,28.41481,2179.36667,1027399.6,50.22222,559181.77778,35.55556,910.6,1.0,259.11111,810.77778,22.01111,6015.44444,FeCu.a_8,479.6,580.44444,19.65556,1013.61111,656.36667,47.31481,1.0,4.97778,74.37778,38363.25556,1.84444,3676.33333,2.0,3.33333,1.0,3.33333,1.0,1.57037,9.71111,FeCu.i_8
9088.58889,15808.35556,4176.84444,38004.27778,136317.24444,2121.11111,8.11111,31.85926,2081.36667,972535.6,52.33333,546968.0,34.66667,889.04444,1.0,266.0,981.33333,21.01111,6133.0,FeCu.a_9,466.26667,480.44444,15.98889,1008.38889,646.47778,8.64074,1.0,1.87778,75.15556,36597.81111,2.06667,3623.77778,1.66667,3.22222,1.0,3.66667,1.88889,1.57037,8.2,FeCu.i_9
13974.21111,11777.35556,180280.66667,23469.07778,153185.14444,168.77778,2.16296,12.22222,1496.13333,600765.73333,23.97778,28654.88889,49640.0,1302.55556,22.53333,46.71111,623.55556,212.9,6115.77778,FeCuZnAl.a_0,126.07778,63.55556,227.03333,72.80741,200.35556,16.3,1.0,5.28148,6.71111,2030.86667,1.0,139.88889,158.88889,2.71852,1.77778,4.92593,1.0,4.77778,5.73333,FeCuZnAl.i_0
13547.1,11628.57778,168001.77778,22077.85556,152080.03333,92.66667,2.4,16.55556,1372.35556,571007.06667,18.08889,23883.88889,42914.0,1302.0,28.75556,44.93333,2362.11111,203.45556,7201.33333,FeCuZnAl.a_1,112.96667,44.33333,174.47778,79.7,188.35556,63.9963,1.0,5.2,4.75556,1889.08889,1.11111,125.22222,124.77778,3.05926,1.0,4.75556,1.0,2.83333,3.17778,FeCuZnAl.i_1
13193.76667,11602.13333,174236.33333,23388.52222,155339.14444,181.0,1.63704,15.55556,1435.13333,554934.4,19.64444,28647.55556,43080.22222,1423.33333,16.84444,69.6,1592.88889,172.78889,7428.44444,FeCuZnAl.a_2,115.85556,79.77778,169.47778,80.36296,176.02222,39.71111,1.0,7.42222,5.75556,1795.08889,1.0,140.44444,144.0,1.74815,1.0,5.51111,1.0,3.83333,3.33333,FeCuZnAl.i_2
12261.32222,11779.57778,169556.33333,22701.18889,147606.58889,213.77778,1.31852,12.22222,1358.8,549126.06667,22.97778,29240.22222,41838.0,1302.11111,28.95556,98.04444,1096.22222,187.67778,6738.22222,FeCuZnAl.a_3,120.07778,53.44444,218.7,83.02963,181.24444,36.47407,1.0,3.05926,6.08889,1689.75556,1.0,88.66667,142.55556,2.42222,1.77778,5.06667,1.0,2.33333,5.08889,FeCuZnAl.i_3
11209.87778,11830.35556,152220.88889,21115.3,131704.7,146.22222,4.40741,10.0,1308.57778,542331.95556,24.53333,26595.77778,40496.88889,1205.11111,37.42222,106.37778,2234.55556,177.9,6698.11111,FeCuZnAl.a_4,135.74444,55.33333,202.58889,67.58519,236.02222,79.94815,1.0,2.02963,9.71111,1595.64444,1.0,178.44444,136.77778,1.51852,1.0,7.54074,1.88889,4.33333,4.11111,FeCuZnAl.i_4
11536.1,11482.35556,155016.77778,20975.18889,133401.25556,199.55556,2.5037,12.22222,1213.91111,534483.4,17.53333,31406.11111,43069.44444,1135.11111,20.48889,43.6,1974.44444,199.67778,6353.66667,FeCuZnAl.a_5,136.63333,71.66667,289.7,90.03333,242.57778,142.37778,1.0,5.28148,7.93333,1516.53333,1.0,115.55556,137.44444,1.53333,1.0,11.31852,1.0,4.83333,4.97778,FeCuZnAl.i_5
12079.65556,11728.8,158647.33333,20667.63333,137464.36667,74.44444,2.94074,14.44444,1209.46667,523783.4,18.2,27264.44444,40375.55556,1104.44444,22.15556,52.26667,1168.77778,225.45556,6206.77778,FeCuZnAl.a_6,131.41111,93.77778,176.7,84.92222,215.24444,390.77407,1.0,5.2,7.04444,1464.08889,1.0,208.88889,135.0,1.31111,1.77778,6.54074,1.0,4.11111,4.55556,FeCuZnAl.i_6
12475.43333,11068.8,159212.44444,21084.52222,139022.58889,265.33333,2.4,15.66667,1325.57778,515728.62222,18.97778,25596.0,43081.88889,1251.11111,17.62222,56.26667,1305.55556,186.78889,6370.0,FeCuZnAl.a_7,145.74444,50.22222,238.47778,83.02963,221.91111,45.93333,1.11111,2.02963,7.37778,1411.86667,1.11111,126.55556,118.88889,1.74074,1.0,8.01481,1.0,3.16667,4.97778,FeCuZnAl.i_7
10004.54444,10952.46667,147021.77778,18216.3,115090.36667,80.0,2.96296,22.55556,1109.68889,507775.51111,18.2,29167.11111,40945.77778,905.33333,21.26667,72.37778,735.66667,212.01111,4992.88889,FeCuZnAl.a_8,132.52222,58.33333,202.81111,98.36296,235.13333,29.87037,1.0,3.05926,7.04444,1333.53333,1.0,109.0,132.22222,1.85185,1.0,5.79259,1.0,4.77778,2.57778,FeCuZnAl.i_8
11636.98889,10048.24444,153316.55556,19795.18889,133342.92222,102.88889,3.28889,6.55556,1181.02222,498714.28889,21.2,25245.0,38272.22222,1091.55556,25.2,43.37778,336.44444,180.34444,5355.66667,FeCuZnAl.a_9,131.63333,66.44444,241.36667,87.47778,224.35556,62.75926,1.0,3.05926,6.82222,1302.2,1.0,122.22222,120.66667,1.62222,1.77778,8.57037,1.88889,3.94444,4.06667,FeCuZnAl.i_9
1727.12222,4050.66667,1588.45556,8385.73333,20943.55556,36.86296,2.11111,5.5,599.35556,749935.72222,21.93333,18.7,121423.83333,119.93333,24.91852,55.17778,79.0,178.7,2465.66667,FeZn.a_0,541.31111,812.46667,37.76667,1883.02222,3044.78889,224.22222,1.0,10.24074,172.33333,81424.06667,4.21481,2.37778,10927.88889,19.88889,46.88889,8.22222,5.66667,218.11111,229.11111,FeZn.i_0
1291.12222,3777.22222,898.12222,6788.73333,10367.11111,26.97778,1.66667,9.35185,434.35556,704291.83333,23.26667,17.7,115360.38889,108.93333,26.46667,69.4,58.44444,171.58889,2558.77778,FeZn.a_1,481.64444,721.46667,30.76667,1785.02222,2691.01111,78.22222,1.0,8.81111,158.55556,75218.84444,2.54815,2.64444,8909.55556,16.33333,22.66667,3.11111,4.77778,204.0,207.77778,FeZn.i_1
1393.01111,3630.22222,1084.01111,7465.73333,13679.88889,38.86296,1.66667,2.87037,455.46667,674981.83333,21.15556,22.25556,112534.94444,111.15556,24.14074,62.28889,104.88889,189.25556,2353.22222,FeZn.a_2,475.64444,657.91111,36.65556,1547.68889,2403.23333,78.11111,1.0,8.01852,151.33333,68867.51111,2.02222,6.84444,8643.11111,16.55556,27.22222,6.0,6.44444,194.66667,209.33333,FeZn.i_2
1414.45556,5072.33333,1561.45556,6729.62222,12859.66667,139.64074,1.55556,10.81481,423.91111,636559.5,19.6,18.25556,105235.27778,126.15556,18.14074,64.17778,83.22222,215.36667,2221.44444,FeZn.a_3,452.2,538.8,30.54444,1351.68889,2132.78889,49.66667,1.0,2.42963,132.22222,64795.95556,2.22963,7.73333,7928.0,11.55556,18.44444,10.33333,1.88889,188.33333,192.77778,FeZn.i_3
1455.34444,5756.66667,1968.78889,5825.62222,10666.11111,70.64815,1.22222,8.88889,412.68889,586119.05556,18.93333,18.7,105017.94444,121.71111,26.35556,81.28889,78.22222,177.14444,2328.11111,FeZn.a_4,456.31111,515.68889,35.87778,1205.02222,1948.56667,18.88889,1.0,1.0,123.44444,60295.51111,1.8,11.8,7725.77778,15.44444,27.77778,8.55556,2.77778,158.55556,205.11111,FeZn.i_4
1431.9,7122.33333,2452.45556,5156.62222,9411.77778,31.53704,2.44444,9.64815,419.68889,545950.16667,15.48889,20.36667,94277.16667,130.26667,27.75556,61.73333,36.0,196.81111,2195.55556,FeZn.a_5,447.08889,476.13333,40.87778,1194.24444,1947.23333,59.55556,1.11111,6.47778,111.88889,57190.62222,2.22963,9.46667,7061.11111,11.44444,23.55556,6.55556,6.55556,169.33333,207.88889,FeZn.i_5
1524.01111,7701.66667,2036.9,4957.73333,9505.77778,65.86667,2.33333,2.51852,337.13333,505761.83333,14.04444,20.14444,89078.72222,122.26667,24.85926,52.62222,56.55556,187.36667,1932.77778,FeZn.a_6,429.53333,418.8,37.98889,1160.91111,1712.78889,41.66667,1.0,12.17778,102.77778,52821.62222,1.41481,7.62222,6678.0,17.22222,22.55556,2.44444,2.88889,144.77778,202.77778,FeZn.i_6
1436.9,9009.0,2133.34444,4467.28889,7914.44444,78.75926,2.0,9.35185,305.35556,475001.72222,16.04444,15.58889,84867.5,133.6,18.08148,51.17778,38.77778,168.03333,1918.88889,FeZn.a_7,451.2,434.8,34.76667,975.13333,1694.56667,98.77778,1.11111,4.65185,93.88889,48734.17778,1.8,8.95556,6172.22222,11.33333,12.55556,7.44444,7.55556,145.66667,162.33333,FeZn.i_7
1460.12222,7656.88889,2663.67778,3876.17778,6772.44444,13.98889,2.44444,9.7037,278.68889,436495.83333,15.04444,19.36667,78043.16667,118.82222,14.52593,57.06667,52.55556,145.58889,1884.0,FeZn.a_8,435.08889,446.02222,28.1,964.91111,1556.78889,17.11111,1.0,2.42963,88.11111,44464.84444,2.14815,10.2,5727.44444,10.11111,16.88889,16.44444,2.77778,140.77778,161.88889,FeZn.i_8
1342.9,7598.88889,2643.34444,3917.51111,7575.0,25.42593,2.77778,7.48148,268.46667,410928.94444,14.48889,22.25556,75741.61111,153.48889,14.64444,35.73333,59.55556,130.58889,1529.55556,FeZn.a_9,456.75556,363.24444,27.32222,931.35556,1460.9,13.0,1.0,9.01852,77.55556,40841.51111,1.91111,3.33333,4867.77778,10.33333,23.66667,10.55556,1.88889,106.88889,154.11111,FeZn.i_9
