Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
1656.41111,735.0,158.98889,454.13333,11381.97778,27.33333,1.0,4.08889,644.57778,8321.84444,36.22222,264.68889,1490.0,4.55556,3.33333,5.44444,1.0,15.85556,64.66667,APP.15_7
1745.96667,742.11111,173.43333,446.35556,10826.42222,7.0,1.0,1.0,553.8,8174.95556,29.88889,225.91111,1372.44444,5.44444,1.0,5.77778,1.75556,11.22963,65.88889,APP.15_8
1799.3,776.33333,195.65556,454.24444,11218.31111,37.33333,1.0,2.02963,551.57778,8022.73333,31.44444,224.46667,1221.55556,5.88889,2.55556,7.33333,1.0,16.22963,74.66667,APP.15_9
1090.18889,198.77778,172.32222,90.38519,5542.58889,203.44444,1.11111,4.33333,91.61111,5525.4,15.33333,154.22222,206.0,5.0,1.68889,6.44444,5.77778,7.28148,87.11111,APP.15y_0
992.85556,179.44444,158.21111,105.82222,5262.81111,209.44444,1.11111,2.11111,81.72222,5048.17778,15.0,134.44444,195.11111,5.66667,4.15556,1.33333,1.88889,6.37778,79.88889,APP.15y_1
1045.3,190.88889,149.54444,85.15556,5230.81111,361.66667,1.0,5.44444,85.27778,4806.84444,16.11111,131.55556,185.22222,3.77778,1.0,6.44444,7.66667,9.39259,80.44444,APP.15y_2
910.74444,159.44444,137.1,62.16296,4802.92222,240.22222,1.0,1.0,76.72222,4481.62222,15.33333,155.0,164.44444,5.22222,1.0,3.66667,2.88889,7.32963,75.0,APP.15y_3
973.85556,175.55556,160.32222,59.38519,5080.25556,98.77778,1.0,2.11111,82.5,4298.17778,19.55556,127.33333,195.11111,5.55556,2.57778,2.88889,3.66667,10.39259,75.11111,APP.15y_4
741.74444,144.44444,126.98889,72.27407,3987.92222,59.88889,1.0,3.22222,68.16667,4114.51111,14.66667,115.22222,155.33333,3.77778,1.68889,6.88889,2.77778,3.6963,62.22222,APP.15y_5
824.85556,145.44444,130.32222,90.5037,4381.7,86.55556,1.0,1.0,72.16667,3883.62222,17.55556,125.66667,141.44444,4.0,1.0,5.33333,2.88889,6.21852,67.11111,APP.15y_6
