Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
2108.64444,1246.11111,64.97778,676.6,18024.84444,12.48889,1.11111,3.14074,83.58889,6689.95556,10.44444,46.11111,645.73333,2.22222,1.0,3.77778,7.28889,21.34444,18.55556,APP.17_7
2072.08889,1213.66667,76.97778,521.82222,17574.06667,225.42222,1.0,2.02963,85.47778,6422.4,10.77778,51.0,622.73333,2.33333,1.0,5.22222,14.93333,16.9,19.0,APP.17_8
1990.64444,1179.22222,62.08889,617.15556,18516.28889,37.26667,1.0,2.02963,81.81111,6285.95556,8.44444,38.11111,609.17778,2.33333,1.77778,3.77778,8.46667,30.9,14.22222,APP.17_9
3179.72222,1148.11111,129.35556,757.34444,27151.7,47.55556,1.0,9.34815,971.08889,13436.63333,42.37778,464.44444,1665.51111,2.3037,4.22222,10.33333,8.46667,21.63333,96.77778,APP.18_0
3057.27778,1130.66667,130.91111,638.67778,24004.14444,53.55556,1.0,2.8963,908.86667,12548.96667,38.6,430.88889,1601.95556,2.83704,1.77778,2.11111,11.93333,18.71111,91.33333,APP.18_1
2961.61111,954.11111,109.35556,574.12222,23794.7,33.0,1.0,1.0,909.2,12123.52222,41.6,421.77778,1450.4,3.4963,5.88889,3.66667,4.64444,16.74444,88.44444,APP.18_2
2705.5,866.22222,107.91111,620.67778,22100.14444,74.22222,1.0,6.06667,878.64444,11598.74444,36.48889,399.77778,1481.84444,2.07407,2.55556,7.77778,5.64444,20.85556,79.55556,APP.18_3
2631.94444,900.44444,110.46667,618.12222,21543.81111,61.77778,1.0,1.0,829.97778,11204.96667,33.6,374.55556,1419.95556,2.95556,4.22222,6.22222,2.64444,15.18889,86.0,APP.18_4
2625.38889,958.22222,117.68889,661.78889,21476.7,88.66667,1.1037,2.8963,832.31111,10737.63333,33.71111,395.44444,1316.51111,2.28889,5.11111,4.33333,4.64444,13.26667,77.55556,APP.18_5
2649.05556,928.0,114.46667,667.01111,22061.47778,109.22222,1.0,4.95556,882.75556,10238.96667,36.48889,394.44444,1424.62222,2.74815,5.0,5.77778,4.64444,19.63333,82.77778,APP.18_6
2500.83333,827.66667,98.91111,564.01111,19469.25556,92.66667,1.0,1.0,743.31111,9430.63333,31.6,343.22222,1209.17778,1.95556,6.77778,4.11111,5.46667,20.96667,78.0,APP.18_7
2525.61111,692.33333,105.02222,478.67778,17733.36667,62.33333,1.0,3.05926,694.31111,8900.52222,31.71111,340.33333,1187.17778,2.72593,4.22222,4.33333,2.64444,18.63333,78.33333,APP.18_8
2344.61111,707.55556,106.46667,569.12222,16427.25556,27.22222,1.1037,1.94815,679.86667,8549.07778,29.82222,330.66667,1134.28889,3.4,5.0,2.11111,2.82222,12.31111,68.88889,APP.18_9
2549.67778,1000.95556,68.1,665.04444,21031.67778,19.22222,1.11111,1.0,1182.8,5891.02222,39.05556,175.44444,1559.44444,2.0,8.33333,4.03704,6.44444,54.91111,17.64444,APP.19_0
