Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
1212.72222,187.68889,60.56667,127.0,1419.95556,11.0,1.0,1.0,46.22222,4209.9,1.62222,1035.98889,24.03333,6.8963,2.55556,10.42222,4.57778,1.0,35.28889,114_2
820.83333,95.8,27.34444,81.85185,891.28889,22.88889,1.0,1.0,29.11111,2683.67778,1.74074,636.32222,18.81111,1.29259,1.0,1.0,1.0,1.0,12.75556,114_3
514.94444,46.35556,18.34444,19.07407,584.95556,1.0,1.0,1.0,27.44444,1671.9,1.20741,454.21111,10.03333,2.07037,2.55556,4.1037,4.94444,1.0,11.93333,114_4
717.05556,92.8,19.56667,28.81481,525.4,9.0,1.0,1.0,34.44444,1346.78889,1.62222,366.43333,6.17407,7.86667,1.0,6.44074,2.78889,28.57778,17.26667,114_5
471.83333,58.35556,8.67778,44.96296,380.17778,8.88889,1.0,1.0,19.77778,937.45556,1.31111,304.54444,4.68889,3.08889,1.0,1.44074,1.78889,5.93333,139.8,114_6
855.85185,95.04444,18.45556,54.0,473.17778,5.0,1.0,4.00741,37.55556,743.9,1.1037,311.76667,6.57778,4.11852,1.77778,6.76296,1.78889,8.48889,555.75556,114_7
922.94444,129.02222,23.01111,51.55556,542.28889,9.0,1.0,2.8963,44.77778,654.23333,1.42963,369.1,6.84074,6.6037,1.0,1.0,4.57778,12.62222,384.91111,114_8
833.61111,98.4,25.01111,28.11111,525.4,16.88889,1.0,6.06667,38.0,581.01111,1.31111,294.87778,8.65926,6.57407,1.77778,4.0963,4.36667,19.02222,322.71111,114_9
1445.92222,232.51111,97.02222,91.16296,1159.15556,939.68889,1.0,6.55556,42.27778,1981.77778,2.11852,532.77778,9.55556,12.22222,1.0,63.33333,5.66667,142.24444,558.57778,116_0
1331.81111,221.62222,84.35556,54.51111,1117.48889,687.13333,1.0,3.22222,35.16667,1735.22222,1.47778,413.55556,9.22222,6.77778,1.77778,59.66667,9.66667,122.8,360.46667,116_1
1219.25556,138.73333,88.46667,60.38519,1066.82222,734.24444,1.0,2.11111,30.05556,1535.77778,1.08519,370.11111,12.11111,5.44444,1.0,97.11111,2.88889,133.13333,255.35556,116_2
1323.14444,197.06667,60.91111,28.08148,929.93333,600.8,1.0,1.0,33.27778,1446.33333,1.25556,385.44444,14.88889,5.66667,1.0,96.88889,2.77778,119.24444,248.35556,116_3
1320.36667,159.95556,67.68889,28.08148,887.37778,744.8,1.0,4.33333,33.05556,1362.77778,1.47778,362.22222,11.11111,4.66667,1.0,94.22222,2.88889,114.91111,249.57778,116_4
1152.47778,193.06667,72.68889,38.17037,1037.48889,691.02222,1.0,1.0,29.83333,1305.33333,1.17037,371.0,9.77778,6.22222,1.0,87.66667,4.77778,113.91111,268.02222,116_5
1206.47778,164.73333,70.8,31.4,925.6,987.02222,1.0,2.11111,30.83333,1215.66667,1.25556,371.66667,10.0,5.11111,1.0,60.66667,6.77778,105.46667,250.46667,116_6
1369.7,189.06667,49.13333,34.71852,905.71111,268.4,1.0,2.11111,33.94444,1179.0,1.34074,438.55556,12.44444,5.0,1.0,72.11111,9.44444,138.02222,269.35556,116_7
1365.25556,148.84444,50.91111,53.61481,943.04444,699.48889,1.1037,3.22222,32.27778,1116.33333,1.42593,359.77778,8.0,6.44444,1.0,83.22222,8.44444,120.91111,189.91111,116_8
1399.58889,144.84444,50.02222,33.95556,854.6,612.91111,1.0,4.33333,32.38889,1100.66667,1.25556,375.55556,12.33333,4.66667,1.0,68.11111,9.66667,114.68889,191.8,116_9
401.46667,229.0,201.91111,107.57778,1754.47778,254.88889,1.11111,1.0,46.8,4706.24444,1.74815,21.82222,15.0,27.66667,1.0,5.43704,3.51111,55.64444,132.08889,121_0
243.8,137.11111,151.91111,54.2,987.47778,170.77778,1.11111,3.05926,44.02222,4113.35556,1.85185,15.26667,6.44444,15.77778,1.0,5.04444,8.53333,25.31111,93.86667,121_1
309.13333,123.11111,167.13333,83.74815,1170.25556,326.55556,1.0,6.22963,43.02222,3846.02222,2.28148,22.48889,11.55556,17.77778,1.0,5.18519,22.53333,29.91852,104.2,121_2
243.57778,143.22222,129.57778,72.80741,1003.58889,74.0,1.22222,1.0,42.91111,3657.35556,1.51852,18.48889,6.77778,17.0,1.0,6.18519,6.02222,29.36296,101.2,121_3
212.8,94.66667,125.8,66.57778,859.47778,67.88889,1.0,5.28148,34.68889,3521.24444,1.42222,19.26667,7.44444,14.22222,1.0,5.79259,3.75556,26.25185,106.64444,121_4
249.24444,142.44444,132.13333,81.91111,1016.14444,201.44444,1.0,2.02963,41.57778,3437.02222,1.1037,14.26667,6.11111,15.44444,2.66667,4.54815,5.26667,32.53333,125.53333,121_5
251.8,120.11111,135.24444,81.8,982.36667,47.55556,1.0,5.28148,44.13333,3347.91111,1.1037,17.71111,8.66667,15.11111,1.0,5.18519,14.91111,28.2,117.42222,121_6
228.02222,97.77778,129.35556,68.41481,1027.47778,121.22222,1.0,2.02963,30.8,3263.91111,1.0,18.04444,5.33333,16.22222,1.0,5.43704,3.51111,22.80741,107.2,121_7
264.02222,145.44444,146.02222,87.02222,1016.36667,55.77778,1.0,4.08889,39.91111,3190.24444,1.74815,16.2,6.11111,16.44444,1.0,3.35556,12.91111,31.08889,131.97778,121_8
265.57778,130.22222,133.57778,36.80741,1062.03333,224.11111,1.0,2.02963,41.46667,3117.13333,1.31111,20.93333,8.55556,19.22222,1.0,3.1037,8.02222,11.91852,129.64444,121_9
