Na_a,Mg_a,Al_a,S_a,K_a,Ti_a,V_a,Cr_a,Mn_a,Fe_a,Co_a,Cu_a,Zn_a,Sr_a,Cd_a,Sn_a,Ba_a,Hg_a,Pb_a,name_a,Na_i,Mg_i,Al_i,S_i,K_i,Ti_i,V_i,Cr_i,Mn_i,Fe_i,Co_i,Cu_i,Zn_i,Sr_i,Cd_i,Sn_i,Ba_i,Hg_i,Pb_i,name_i
9703.23333,8426.43333,2541.45556,921.37778,31046.76667,158.11111,8.33333,2.88889,991.94444,228859.66667,607.82222,845.88889,118.66667,1955.77778,2.55556,314.22222,509.77778,1026.17778,821.17778,223.a_4,429.84444,199.77778,107.91111,64.14815,759.6,1607.88889,1.0,1.0,24.22222,6690.88889,19.26667,33.13333,14.77778,20.11111,1.0,10.68148,6.57778,60.61111,34.22222,223.i_4
9457.56667,9353.21111,2283.12222,895.6,26321.87778,139.55556,5.22222,6.22222,1470.5,224629.33333,678.48889,942.44444,187.11111,1690.66667,2.55556,321.55556,389.11111,905.17778,757.95556,223.a_5,429.62222,168.55556,104.91111,53.74074,765.93333,1853.44444,1.42222,3.05926,26.88889,6413.11111,18.48889,20.57778,9.33333,24.44444,1.0,7.23704,9.36667,64.72222,24.85185,223.i_5
9783.56667,7307.98889,2359.34444,877.26667,31604.54444,127.33333,8.0,5.22222,1057.83333,218786.22222,487.93333,764.55556,117.44444,2004.88889,3.44444,218.77778,481.0,1033.62222,741.62222,223.a_6,382.62222,194.66667,113.68889,66.77778,736.15556,2605.22222,1.20741,2.02963,25.22222,6208.11111,14.26667,23.24444,12.66667,17.33333,1.0,8.93333,17.83333,42.38889,53.55556,223.i_6
9082.9,7560.43333,2358.23333,983.26667,29269.54444,77.88889,8.22222,13.88889,990.27778,211596.44444,487.26667,824.66667,124.66667,1965.11111,1.77778,306.0,442.33333,831.84444,706.17778,223.a_7,378.4,158.22222,98.35556,50.96296,672.93333,2024.33333,1.0,1.0,29.44444,6103.66667,13.04444,23.57778,16.22222,18.66667,1.0,12.20741,14.15556,45.83333,52.66667,223.i_7
8737.01111,6316.87778,2269.9,849.04444,27596.87778,108.88889,6.77778,15.11111,723.5,206025.22222,313.82222,690.33333,102.22222,2026.33333,1.0,277.33333,512.55556,1031.06667,826.17778,223.a_8,377.51111,149.44444,91.35556,79.2963,680.04444,530.11111,1.0,1.0,30.44444,6003.77778,15.82222,23.8,13.33333,17.44444,1.71852,13.31852,11.94444,56.94444,44.11111,223.i_8
7967.78889,6678.65556,2233.67778,869.71111,26053.76667,92.55556,6.33333,26.66667,883.5,200333.33333,375.93333,735.11111,88.0,1925.88889,1.0,287.55556,432.44444,782.4,808.62222,223.a_9,391.28889,237.0,97.8,71.81481,699.15556,2097.88889,1.0,2.02963,29.11111,5893.66667,12.71111,34.02222,15.77778,17.11111,1.0,10.17778,12.73333,51.66667,55.33333,223.i_9
21471.81111,6769.55556,4428.33333,3149.15556,69907.84444,386.22222,19.22222,30.28889,1917.72222,521422.23333,1016.33333,2432.22222,146.42222,2966.0,6.0,56.46667,1211.66667,876.38889,2106.48889,224.a_0,3895.87778,1848.0,155.72222,129.48889,3928.63333,9012.0,1.0,3.05926,201.17778,32564.04444,240.0,149.88889,37.11111,78.77778,1.0,10.44444,31.0,28.3,54.33333,224.i_0
19969.81111,5708.77778,4761.88889,3533.6,73108.17778,316.44444,17.11111,17.20741,1697.27778,509078.23333,934.66667,2641.0,155.86667,2866.66667,2.55556,66.46667,1025.44444,808.61111,2061.37778,224.a_1,2689.32222,1214.77778,131.27778,147.37778,3489.74444,7770.44444,1.22222,2.02963,187.95556,30121.37778,244.66667,130.55556,36.33333,56.11111,1.0,10.22222,14.33333,30.96667,47.11111,224.i_1
20009.92222,6434.0,4123.44444,3337.37778,65999.84444,283.55556,17.44444,9.48148,1788.16667,492274.67778,945.88889,2440.66667,170.31111,2811.88889,5.11111,59.02222,1151.22222,496.27778,1866.6,224.a_2,1305.98889,811.88889,112.38889,142.26667,2537.52222,1512.33333,1.22222,1.0,201.28889,28626.15556,291.55556,56.77778,37.11111,35.66667,1.0,13.77778,1.0,24.63333,39.66667,224.i_2
18699.81111,5269.44444,3953.55556,3551.6,65709.4,271.11111,18.11111,16.28889,1628.72222,479123.67778,880.55556,2596.33333,149.53333,2655.11111,5.11111,65.46667,974.0,552.61111,1815.71111,224.a_3,1821.54444,1262.33333,146.38889,139.71111,2821.52222,5431.0,1.11111,4.08889,208.06667,27704.82222,277.88889,73.77778,54.22222,34.66667,1.0,14.77778,8.66667,20.85556,45.88889,224.i_3
18463.58889,5662.11111,3895.0,3063.93333,63672.73333,174.66667,15.22222,15.25926,1650.61111,467245.45556,930.88889,2428.55556,146.75556,2694.88889,5.0,47.91111,1224.55556,692.38889,1890.15556,224.a_4,1390.98889,784.44444,135.16667,132.57037,2532.74444,2131.33333,1.33333,1.0,199.4,27004.93333,280.0,61.88889,47.44444,37.55556,1.0,11.22222,7.44444,24.07778,44.66667,224.i_4
17178.03333,5798.0,3572.33333,2896.15556,58497.06667,334.88889,19.0,11.81481,1585.94444,453502.67778,935.66667,2145.22222,142.53333,2222.33333,2.55556,53.68889,1058.33333,552.72222,1528.93333,224.a_5,1658.76667,947.11111,129.61111,137.26667,2622.07778,3740.33333,1.66667,1.0,185.62222,26563.04444,249.0,69.11111,36.22222,37.66667,1.0,11.0,11.44444,29.52222,52.0,224.i_5
16915.03333,5389.55556,3558.22222,2620.04444,58446.62222,248.55556,17.55556,12.00741,1557.61111,438012.01111,906.88889,2006.33333,137.75556,2376.22222,5.88889,56.91111,1150.22222,626.27778,1704.82222,224.a_6,1280.1,631.0,136.83333,119.15556,2508.18889,1834.0,1.0,2.02963,189.51111,26115.71111,263.11111,46.66667,42.33333,23.22222,1.0,7.22222,3.77778,24.52222,34.0,224.i_6
17281.14444,6419.33333,3633.77778,2916.71111,59956.51111,503.44444,16.44444,16.0963,1741.72222,427899.12222,1025.33333,2041.11111,152.86667,2601.66667,6.66667,46.24444,1208.77778,607.05556,2077.71111,224.a_7,1347.76667,893.55556,116.94444,121.82222,2404.07778,2044.66667,1.22222,2.02963,182.95556,25810.37778,268.77778,52.22222,47.0,28.77778,1.0,8.22222,4.77778,28.63333,43.66667,224.i_7
17351.7,5538.88889,3394.11111,2878.37778,57507.73333,232.11111,16.55556,20.84444,1555.27778,420492.23333,896.33333,2092.88889,141.64444,2336.0,4.22222,54.8,929.55556,488.16667,1745.37778,224.a_8,1376.21111,733.88889,122.61111,178.6,2395.74444,2770.44444,1.11111,4.17037,179.06667,25484.26667,245.44444,56.11111,39.55556,40.88889,1.0,7.44444,31.22222,26.41111,60.22222,224.i_8
16564.81111,5932.66667,3366.88889,2542.6,57071.62222,162.44444,16.33333,14.98519,1715.72222,410561.56667,971.11111,1860.22222,140.64444,2389.11111,4.33333,49.13333,902.66667,725.27778,1768.6,224.a_9,1668.87778,1067.55556,131.16667,134.6,2620.52222,3809.11111,1.0,5.28148,180.28889,25221.26667,235.55556,57.22222,42.33333,44.44444,1.0,8.0,54.77778,20.07778,61.55556,224.i_9
139037.83333,4863.55556,10493.52222,1191.85556,153561.16667,227.88889,12.22222,9.75556,1510.61111,508102.55556,196.34444,1268.22222,351.77778,978.55556,2.55556,237.11111,488.0,548.14444,33216.28889,225.a_0,1718.87778,85.57778,268.37778,68.27778,1708.14444,39.55556,1.1037,6.31111,32.7,9908.93333,7.66667,46.0,13.0,37.33333,1.0,6.66667,10.15556,29.22222,310.28889,225.i_0
137228.05556,4612.22222,10467.3,1194.07778,158430.27778,250.66667,15.22222,13.76296,1493.38889,490067.55556,190.67778,1391.88889,337.0,942.77778,3.44444,249.88889,561.22222,572.25556,34175.95556,225.a_1,1710.87778,79.68889,270.71111,68.27778,1651.03333,65.88889,1.41481,5.2,37.25556,9515.15556,5.88889,40.77778,21.11111,29.88889,1.0,7.0,27.08889,31.77778,303.84444,225.i_1
131832.16667,4325.77778,10124.74444,1163.18889,155383.16667,267.22222,16.22222,16.28889,1444.16667,472282.0,196.45556,1302.55556,328.44444,950.44444,1.0,224.77778,556.11111,605.58889,30819.51111,225.a_2,1548.43333,86.68889,287.26667,42.16667,1580.47778,68.0,1.20741,4.17037,34.92222,9252.6,6.44444,38.55556,13.0,25.44444,1.0,7.88889,22.62222,27.0,259.28889,225.i_2
123633.94444,4077.55556,10041.96667,905.41111,145826.94444,211.66667,11.11111,16.28889,1286.05556,459990.11111,176.67778,1464.22222,311.22222,887.0,1.0,213.44444,383.0,529.14444,30240.73333,225.a_3,1624.65556,79.35556,319.15556,77.11111,1558.47778,86.77778,1.42963,5.28148,33.03333,9111.04444,6.44444,39.11111,7.77778,32.22222,1.0,6.11111,19.52222,24.0,249.4,225.i_3
120620.61111,3734.55556,9582.85556,1041.96667,137672.38889,191.0,10.0,18.42963,1392.05556,444602.11111,169.78889,1220.55556,277.44444,871.44444,1.77778,214.11111,432.44444,450.03333,29659.73333,225.a_4,1688.1,98.68889,290.71111,103.0,1674.03333,41.33333,1.42222,3.05926,36.58889,8948.15556,6.33333,30.11111,14.11111,25.0,1.77778,6.77778,21.52222,33.11111,274.62222,225.i_4
122280.94444,3950.77778,9728.3,1016.3,142734.05556,256.88889,12.77778,15.98519,1273.16667,437733.11111,171.56667,1169.22222,302.66667,863.77778,1.0,209.11111,620.66667,548.25556,26305.17778,225.a_5,1584.76667,67.57778,216.48889,41.11111,1417.58889,19.11111,1.0,4.17037,31.58889,8801.26667,6.22222,27.55556,13.33333,16.66667,1.77778,7.33333,7.94444,24.77778,272.28889,225.i_5
111144.38889,3624.0,9084.74444,951.85556,129268.83333,248.55556,11.88889,12.92593,1241.27778,428283.88889,165.67778,1158.66667,294.11111,832.22222,1.0,267.44444,520.55556,546.36667,24065.73333,225.a_6,1611.43333,72.24444,306.04444,70.83333,1565.58889,35.44444,1.0,7.34074,33.92222,8706.93333,7.66667,37.88889,13.55556,30.55556,1.77778,6.33333,18.62222,24.0,266.73333,225.i_6
108248.05556,4142.55556,9659.96667,1013.74444,131649.5,234.33333,13.22222,12.73333,1247.94444,410017.22222,155.56667,1035.22222,278.77778,911.88889,1.0,251.66667,491.88889,514.47778,22390.51111,225.a_7,1514.76667,71.24444,210.6,64.22222,1488.14444,25.22222,1.31852,3.05926,30.47778,8560.26667,6.33333,33.33333,11.0,16.33333,1.0,9.0,18.52222,22.88889,265.62222,225.i_7
110863.94444,3649.22222,9684.63333,1013.74444,128295.94444,275.33333,10.22222,20.57037,1184.83333,399751.66667,156.56667,1045.22222,272.77778,866.33333,1.0,244.55556,572.11111,547.58889,22107.51111,225.a_8,1600.32222,79.46667,321.04444,56.55556,1511.7,47.66667,1.42222,3.05926,31.36667,8470.93333,6.22222,31.66667,12.0,16.88889,1.0,5.77778,26.51111,24.77778,301.51111,225.i_8
101805.5,3554.11111,9378.85556,1054.96667,125238.05556,238.33333,16.11111,10.7037,1201.27778,391162.55556,157.78889,1124.0,270.11111,833.77778,1.0,210.44444,575.11111,571.14444,21634.28889,225.a_9,1552.54444,52.13333,178.37778,58.66667,1446.92222,10.88889,1.1037,3.05926,31.92222,8381.71111,5.11111,29.11111,11.55556,14.44444,1.0,10.22222,14.31111,20.77778,258.51111,225.i_9
