,C,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Rb,Sr,Zr,Cd,Sn,Ba,La,Hg,Pb,probka,short
APP.16A.2,8.593627030214204,0.9531668250117556,0.3108695236998422,0.012852071217309,0.0392488999599953,0.0004338760811744,0.009371771920444,0.0015694763362419,5.313041485998713,0.1267312252173095,0.002536056072974,0.0,0.0008605879407514,0.009941862321633,1881.693893209012,0.0023133014620167,0.0006978000084696,0.0111033044862367,0.0703363260559277,0.0016140867603209,0.0038237609091421,0.0012845732108801,1.4813685448786737e-05,0.0001272986986778,0.0009860262010031,0.0001102342848044,0.0,0.0040793158298069,0.0023046016835558,APP16A,APP
APP.16A.3,9.623748512396732,0.9194224110502832,0.227237506853957,0.0191957925461993,0.0515503248784207,0.0003824325046604,0.0080382661368345,0.0016218163387447,5.017492552055183,0.1040528978503354,0.0051347169177913,3.846286703727548e-06,0.0004173279313808,0.0069772331652041,1610.387639339817,0.0022505151732755,0.000616725044301,0.0133833707755944,0.0600699973925469,0.0020454290032413,0.0031630240246265,0.0012878383574857,0.0,0.0002258375130163,0.0008899999982604,4.2284516638547126e-05,0.0,0.0096545806724913,0.0021174918093343,APP16A,APP
APP.16A.4,12.148213807764874,1.1900112784528012,0.363470622552248,0.0239275686405009,0.0525828699358244,0.0004776121127688,0.0102414001229259,0.0022110941699008,6.575950799008187,0.3966922231619799,0.0010826887581712,1.3963513455458843e-05,0.0004100467287932,0.0122721810807262,1330.7566003637432,0.0051187991276243,0.0013633950247736,0.0145725692528449,0.0791214274587889,0.0014950174444784,0.0043341388973763,0.0023178040106696,0.0,0.0,0.0003807575354079,5.116973525553996e-05,0.0,0.005264883895578,0.0031678928948131,APP16A,APP
APP.16A.5,12.96190121933956,1.3260459978782362,0.4305863486915626,0.0228128949617157,0.0600811942524185,0.0006871924614302,0.0120254910184197,0.0021572973772276,7.518706747474033,0.0760918808208923,0.0004980360515293,2.324813812207551e-05,0.0008843361236678,0.012045573787991,1101.1474641223415,0.0041030238852289,0.001648628597197,0.0136663863371589,0.0797899693554266,0.0008890403960744,0.0043964455729198,0.000264539003618,0.0,5.398575718245625e-05,0.0006084260167979,0.0,0.0,0.005261921414392,0.0025441158958648,APP16A,APP
APP.16A.6,13.07265031271728,1.265756270618326,0.3429234324899779,0.0271791173412113,0.0427736628839431,0.0006197486780284,0.0095101163725022,0.0028415485122942,6.999821113791242,0.1047186624682735,0.0039880738227629,2.8579043635640784e-05,0.0007840402530572,0.0102352917575381,953.3833547099306,0.0062476218488016,0.0019843933854435,0.0171472333154313,0.0584927524175177,0.0012253354845638,0.0040236115036527,0.0016519450834819,4.452792546872885e-05,0.0,0.0008623075595935,0.0004417341067406,0.0,0.0044898392909771,0.002936137877781,APP16A,APP
APP.16A.7,15.367024224472022,1.4579697446004924,0.4081596382202881,0.0215574321770703,0.0614970607979911,0.0010221209722715,0.0110240917216633,0.0032504162550823,8.602890887713558,0.1543495230837079,0.0022849376070957,0.0,0.0005784538983421,0.0122786295855122,797.6679867195069,0.0046815482837062,0.0016409633228973,0.0107836940276402,0.0756445094583227,0.0007347582821908,0.0047752687023258,0.0005960320510307,0.0001080452881985,7.452509140383739e-05,0.0011658737803012,0.0004307758517579,0.0,0.0071256729835058,0.0036681937435696,APP16A,APP
APP.16A.8,16.541624257068925,1.6042898827045202,0.3845410899268862,0.0401103985786192,0.054582996224493,0.0008377610571814,0.0123479209455273,0.004865979708099,8.957030564885175,0.4303322518589698,0.005559768596435,1.8679944402267044e-05,0.0029603413515819,0.0121764882823492,663.1724839917844,0.0089957144859767,0.0018277859644573,0.0200991172784282,0.0517980611471182,0.0013167313088354,0.0048481359379776,0.001706372256328,2.101626810352292e-05,0.0,0.0018103232674981,0.0,2.105647309746041e-05,0.0305517995297792,0.0051153893463161,APP16A,APP
APP.16A.9,17.225086371442732,1.6773515780973711,0.3667913906062039,0.038364862605002,0.0445699557407828,0.0009507198758419,0.0118597571287879,0.0046315882730108,9.142264760390962,0.4134403487499699,0.0079914288899768,2.448087284186562e-05,0.0044764432021714,0.0129257270367431,539.6704314404953,0.0109440769149489,0.0030009935364086,0.0220409617833756,0.0457448038433386,0.0010768109232078,0.006046871226096,0.0032787370942745,0.0,0.0001101529306719,0.0009076159408163,0.0006308893258096,0.0,0.0396130100941113,0.0058747520032583,APP16A,APP
APP.16A.10,19.407416051870992,1.8814568925172217,0.4503187333670784,0.0393918688247572,0.1216070437973693,0.0011676281161803,0.0119122446172465,0.0045892048197564,11.018350982853836,0.1994321649489412,0.0137528742244983,2.88798864331332e-05,0.0021925226165136,0.0104480036861335,428.9499253663055,0.0125701287662953,0.0049159415891832,0.0279841412701892,0.0428755281861056,0.0009302873948903,0.0048246265448021,0.0028241025200383,0.0,0.0001385855926409,0.001007193213289,0.0013066202580738,1.6277043941928957e-05,0.0184599313579653,0.0041003881050165,APP16A,APP
APP.16A.11,21.88575001829568,2.4038763807388324,0.5148609879014409,0.0621260997259456,0.0967367479019047,0.0015054028758025,0.0118018699636129,0.0056417715346424,12.97571393828402,0.3196469569040701,0.0068206681275162,0.0,0.0032948986310914,0.018251031600446,348.7578814956996,0.0217943003656968,0.0068102635311203,0.039741519698178,0.0536972566091736,0.0009794583013359,0.0092662222382102,0.0052386428549408,3.996299857849222e-05,0.000170451429987,0.0014594887538504,0.0,2.001972472745564e-05,0.0478775939187084,0.006304676207598,APP16A,APP
APP.16A.12,25.13418779706252,2.974556515726092,0.584174956161124,0.0732195469716569,0.1476640718776767,0.001566089828425,0.014649771272329,0.0074845971113364,16.46258718090816,0.383253476596567,0.0048201148243246,0.0,0.0026660231815204,0.0241721267798765,277.06581171135053,0.0281566891908614,0.0082766099961823,0.0462873045302949,0.0555383063991526,0.0006597989628375,0.0127544403178731,0.0095630252559207,0.0,0.0,0.0011952666666124,0.0,5.039984356748024e-05,0.1122109789927448,0.0110772577870813,APP16A,APP
APP.16A.13,28.93528461389999,3.219328482026081,0.5087494230291828,0.058786652587268,0.2611562329368009,0.0017556746011942,0.0140214773172502,0.0078035437858999,16.68472553436771,0.1631967696162196,0.0065910239956917,0.0,0.0027167222598392,0.0248725401021127,205.37731153287865,0.0318871331644592,0.0104414047825161,0.0531313324817824,0.0468129753651633,0.0010535647285277,0.0128877842349543,0.0074940693979098,0.0002067033726598,0.0,0.0012093626362306,0.0003315578649946,0.0,0.0526271810814751,0.0132616020658869,APP16A,APP
APP.16A.14,48.44645331357452,4.252188590814602,0.4136662398148406,0.1724704188680492,0.3711027877343414,0.0040036878269234,0.0187025019861413,0.021131134121901,21.111867103014436,0.4195042350818853,0.0114495979950017,0.0,0.0033684852714498,0.0350660877564662,139.60019666534978,0.0634968042453077,0.0501887430566944,0.1335205698257035,0.0574244813362744,0.0019383291160247,0.0180532387738367,0.0252441006644208,0.0,0.0,0.0059643061588193,0.0,0.0002500725984223,0.0698868764509223,0.0349886180507988,APP16A,APP
APP.16A.15,56.67257807700621,5.774481870814096,0.9690249103693848,0.1356716742812325,0.7007259230300679,0.0028078158127468,0.023320775703638,0.0213677658817752,31.077851292238325,1.445146422968997,0.0245678449532144,0.0,0.0026774372573396,0.0446843249921849,108.1371534078361,0.0560177675622549,0.0184166921660279,0.0668996400386764,0.0820957902351383,0.0047571837197643,0.0236620945337741,0.0295256683078454,0.0005332995502036,0.0010994607819199,0.0038552996382211,0.0025478906627944,6.456649323606619e-05,0.1908975127882279,0.022650743955543,APP16A,APP
APP.16B.1,8.797385166867592,0.815904329804086,0.148893923424154,0.0978333166937526,0.0807848332833316,0.0001865721507174,0.0035619271145691,0.004066921744241,2.975270675351616,0.0889104843232618,0.0377762199040101,9.98124809648548e-06,0.0001922940608505,0.0255798340333759,1323.6424023225609,0.0055318378872452,0.0005340308258527,0.0292191024044155,0.0582749891248794,0.0020789696853081,0.0021325598946815,0.0160726153068673,0.0011579938421645,0.0,0.001969425740691,0.0016560129560077,1.1305909631615546e-05,0.0070016731269792,0.0107075200711694,APP16B,APP
APP.16B.2,8.83157082470354,0.8825691944787876,0.1768390207718701,0.094595898671597,0.0794974500028166,0.0001627421989,0.0025871826879038,0.0031082218300091,3.3057610186965785,0.4413609935033849,0.1292952311834247,4.273094089626074e-05,8.68418039206524e-05,0.0274779851245857,1091.7709577857802,0.0031065225379437,0.0009275704586539,0.0345243027020097,0.0761798356291189,0.0021492045546764,0.0028225664605675,0.0371723113901183,0.0021942319319339,0.0,0.0015443734197587,0.0017577585327063,0.0,0.0065807482072652,0.0066321159184373,APP16B,APP
APP.16B.3,11.357502947835492,1.17755295910797,0.2067661274699009,0.1065122912522051,0.1292632893894416,0.0001668698257113,0.003759268119839,0.0044681727936066,4.235409975389967,0.293584720801842,0.0753244390762932,6.2742875226870094e-06,0.000323574325207,0.0424845135939718,987.205725374106,0.0064550753632159,0.002835164072888,0.0461826394896744,0.0881229182415204,0.001165861242127,0.0035497743979409,0.0228002880432014,5.974552527849338e-05,5.889774104599294e-05,0.0011174126561795,0.0026086144845958,0.0,0.005316013059559,0.0082049238976208,APP16B,APP
APP.16B.4,11.346659945822116,1.1732304889388716,0.2301235891922667,0.1048204424488274,0.1010492090606866,7.774970169445877e-05,0.0030819606521452,0.0040257773567504,4.389539095216492,0.2863178018231194,0.0845329002067321,2.787852018857235e-05,0.0007375563029779,0.0359013265632732,918.2563552703524,0.0040391263430728,0.0014726105554514,0.0468119039197356,0.090639959248011,0.0007157228962829,0.0036840896790248,0.0454292792442759,6.423165413654758e-05,0.0001285484593728,0.0007870672486247,0.0006913719735952,1.6505319966249563e-05,0.003828320694458,0.0076297089552071,APP16B,APP
APP.16B.5,12.951743702438042,1.265710986927704,0.2573495795918378,0.1120715477683084,0.1333515668138299,7.267907606330184e-05,0.0038899497267493,0.0057633645858247,4.744210432456657,0.2119924872555342,0.0533540965314879,1.5528064286904723e-05,0.0003011524786085,0.0348564990372322,850.8210015430747,0.0048158341705218,0.0029408229313281,0.0429611422515344,0.0926003832791229,0.0006468887924891,0.0036526462514939,0.0403161505529239,0.0001744347371225,6.833891860538664e-05,0.0013083652875786,8.003382945023331e-05,0.0,0.0036006063589226,0.0081880543730426,APP16B,APP
APP.16B.6,12.573059504876216,1.2929277367312813,0.2286201414920302,0.1208413715082518,0.1173013208925155,0.0001962209955495,0.0049615766040324,0.0043655548536503,4.8016323892614485,0.5042899415145421,0.0798247315567754,7.972260259930463e-06,0.0031769980529411,0.0387873351768624,776.9456042688148,0.0064140046453798,0.0020219382782592,0.0455637139936548,0.0882637318436773,0.0006173185539776,0.0036182628711049,0.0300028815835788,0.0001142829843426,0.0003038576681063,0.0016280230547646,0.0013508494953698,9.630649367864662e-06,0.0043465802908921,0.0083106059274466,APP16B,APP
APP.16B.7,16.355667426388592,1.5746033835787985,0.2960849504829488,0.1289851508763619,0.1358989436495619,0.000153215108675,0.0059192518300105,0.0055967698549577,5.785834637043987,0.2752162743773475,0.0662061901518586,2.7219833769770383e-05,0.0028619326964004,0.0623883831516679,712.9219060551651,0.007013468251874,0.0022518547058572,0.0611518863552545,0.128857000675934,0.0006628308234073,0.0036394742404916,0.0230838288856738,8.362918141288998e-05,0.0004991758308311,0.0028508239527645,0.001684995172156,0.0,0.0057686091388896,0.0086029568376595,APP16B,APP
APP.16B.8,16.63997356143205,1.5865675978722475,0.2979893867307308,0.1297526338313803,0.1072239831159576,0.0002657501888169,0.0059103563887451,0.0064944428552672,6.031822698891478,0.4784735030961615,0.0654672416228805,6.997455782118667e-05,0.001158048780027,0.0723727373987561,666.7051814548645,0.0056110802640545,0.0040538619231422,0.099535493930579,0.1573721184984884,0.000304550612674,0.0039442721687065,0.0428526743350734,8.75067052858401e-05,8.721124237451579e-05,0.001997587818209,0.0001021357937875,0.0,0.0064110528218186,0.0059922186173607,APP16B,APP
APP.16B.9,19.69325042051926,1.8112258571800224,0.2828106532647144,0.1536501175267515,0.1214776464151349,5.3407365539026455e-05,0.0053280170995561,0.0082235091495837,6.694662618356207,0.2713982519769352,0.0827144742594711,2.001390083230723e-05,0.0020067593413158,0.0738833728865679,618.9710458684108,0.0101283817379258,0.0045599374653148,0.0882197627421003,0.1557034345801379,0.000679809549071,0.0038160674270494,0.0360203490283825,0.0001219544451452,0.0004810066635393,0.0007276716525327,0.0013706569734999,0.0,0.0051869347067449,0.0078037838185878,APP16B,APP
APP.16B.10,15.383765579473168,1.5094703728354515,0.2756014804193941,0.1185669839846314,0.1050645648768372,0.0003124891482266,0.0042395524289163,0.0044176036748051,5.608702135841355,0.3588113146331775,0.1127563119899393,1.0347024223315098e-05,0.0020515537854607,0.0562418276296042,598.6274344543308,0.0043669572009589,0.0019859746049197,0.0856288710600274,0.134953311108174,0.0006441298855589,0.0028090318238755,0.0354310534844407,0.0001737590036671,0.0002943143210803,0.0016092703740341,0.0013965218724295,1.2499411590511609e-05,0.0065269439828682,0.0067658758892721,APP16B,APP
APP.16B.11,19.179178954629485,1.861485664201106,0.332454229758439,0.1371106020954598,0.1269905838528819,0.0005757895843121,0.0058385196247675,0.0064850487245125,6.780225342830131,0.1604096959541391,0.0518114255587263,6.736725420133424e-05,0.0030335619347263,0.0787926655280781,563.8889979876437,0.0070783735943855,0.002528289479954,0.0735659160493908,0.1525812099595622,0.000450229566281,0.0048311758281801,0.0201599277126738,0.0,0.0,0.0024242367304167,0.0006260939349836,1.3269439055061418e-05,0.0073744003687159,0.0060403501372467,APP16B,APP
APP.16B.12,18.944194229665182,1.8939253560007288,0.3580600140935348,0.1528417966995733,0.1211252179075761,0.0002282865374805,0.0063384991043729,0.0071072180988412,7.085189739867221,0.2860402686517919,0.0883156305449055,5.073430852345207e-05,0.0006571244169907,0.0701360165936013,520.8153453989592,0.0094421866504262,0.0061165453494849,0.066195038153367,0.1453533892429086,0.0004668433780412,0.0040426877449626,0.0407863289800523,0.0,0.0001116406950867,0.0013268264504843,0.0001307458843748,0.0,0.0059698816814791,0.0056878688807268,APP16B,APP
APP.16B.13,21.49011623715844,2.024654086461666,0.3183300570858777,0.1615834048390184,0.1349740445263126,0.0003890876197265,0.0063171987448764,0.0092552518783527,7.283189796736452,0.1790396579786055,0.1014666343319515,6.365243155824816e-05,0.0009028128796398,0.076218065900892,499.4882383186736,0.0073939811307412,0.0040790625207338,0.0879446742398899,0.1720157223119456,0.000189380800041,0.0040347561002532,0.0294577656209905,5.8400948561367016e-05,0.0001164075201608,0.0014812595050621,0.0006879363317058,1.4980314086680974e-05,0.0059452753122223,0.007340780345754,APP16B,APP
APP.16B.14,22.64458755683215,2.1098571341771484,0.3534342796066878,0.1708731135500494,0.1957419202440252,0.000508530103338,0.0058861061512082,0.0077391324826142,7.629616176846427,0.3696419490642622,0.1000630464299213,5.6176977623002367e-05,0.001108972142153,0.0750560165585678,455.6960773234496,0.0071985654940877,0.0035926804822857,0.1036825512008434,0.1558983764664054,0.0004499075818766,0.004888913433352,0.0269762350978439,3.200662499048859e-05,0.0001275942235748,0.0009742689260688,0.0003057579920964,0.0,0.0049073551445891,0.0089053558896773,APP16B,APP
APP.16B.15,19.874602309347367,2.068538598488743,0.3230357416925589,0.162679447334521,0.2169459381596429,0.0005153131858835,0.0079291060117696,0.0096128967306459,7.455495348909342,0.2607713626779893,0.0504912514765679,6.422289982605207e-05,0.0036847255830455,0.0789644900753172,424.2534138063946,0.0073934396078945,0.0025667093229167,0.1010053776612746,0.1681559147986332,0.0003203338409575,0.0056193448628902,0.0434245465874895,0.0,0.0004152815775146,0.0012193738381618,0.0011531702317135,0.0,0.0075572963340179,0.008158891053842,APP16B,APP
APP.16C.1,2.996544980666622,0.1996565609692639,0.0430216676789648,0.0252792466822121,0.0125353166085034,4.991308066964816e-05,0.0005267416455032,0.0006665551115483,0.8413290033101297,0.0201482948324891,0.0016256426803235,0.0,8.920117611883221e-05,0.0025448274967738,5015.716930653864,0.0032803790049347,0.0030798158616594,0.0068560259857544,0.0253674418106638,0.0065022361113743,0.0006227811103995,0.0014578235860399,0.0,0.0,0.0008402767724504,0.001664943708136,1.2391081212900046e-05,0.0008114773191215,0.0085090344897157,APP16C,APP
APP.16C.2,4.759140323899459,0.2936958696946877,0.0601483510743212,0.0421492498775996,0.0208441035909667,0.0001005226536813,0.0006324382655466,0.0008844888488843,1.188237313650009,0.0217562950790185,0.0326525145097375,2.626346016108377e-05,6.49646781543209e-05,0.0034437814454764,3215.024206208635,0.0059196899370613,0.0068640299763604,0.0088847710736555,0.0283306456977455,0.0072585658475879,0.0008397678765741,0.0073940070200904,5.864891190300571e-05,0.0,0.0010048312593865,0.0046387355970012,0.0,0.0013338257833357,0.0127008106112431,APP16C,APP
APP.16C.3,6.177266344242594,0.3889333634478277,0.0648433672141692,0.0530140724356021,0.0057215724673762,0.0003650919625729,0.0009647133417665,0.0016239518125734,1.5806635749183842,0.0148327511141018,0.0147899027450271,5.7030123493646e-06,0.0002991862747273,0.0043052838125317,2082.210473674624,0.0067985948690299,0.0049425712817071,0.0128128304985086,0.0320091486336613,0.0091620784161866,0.0010088266915788,0.0077433972484092,1.4631735247900304e-05,5.834988617741388e-05,0.0013164709917641,0.0025704870684997,0.0,0.001058385817359,0.0131938137830734,APP16C,APP
APP.16C.4,9.953099730373072,0.5261444775076575,0.0597666644563246,0.0608660486964272,0.0059569001467001,0.0003163657500459,0.0015897733635586,0.0022439519579109,2.197429200513892,0.0230226319402594,0.0064277986383934,4.2707153843969285e-05,0.000748976372055,0.0046179668154304,1241.598430054711,0.0097222495160366,0.0108358220875254,0.0153437847335976,0.0352989206739608,0.0073117801453628,0.0012187934989471,0.0162055222399094,0.0,0.0,0.0011224220021356,0.0020879014524507,0.0,0.0005089328643781,0.0135951738703319,APP16C,APP
APP.16C.5,12.079583651730772,0.7181408225514301,0.0919171834782688,0.0805880756958794,0.0228354702390594,0.0004016738413107,0.0012045370614385,0.0034711936021492,3.136612059411784,0.0088034416614663,0.0,0.0,8.366907881084448e-05,0.0049967198239407,839.3110000430787,0.0120467048339836,0.0092157523446112,0.0358592659055617,0.0455218726207108,0.0062481379243992,0.0020641270495177,0.0108124594359191,0.0,7.237885845062042e-05,0.0030323484033615,0.0011978453391053,1.8227596200270007e-05,0.0001979364776068,0.0107662350243542,APP16C,APP
APP.16C.6,18.73482725433094,1.1050305051394904,0.1611618206998078,0.0989177247941393,0.0203935446829652,0.0004524171065673,0.0029010784193212,0.0052490662339086,4.652607359750407,0.0462596913352657,0.0001095562628315,0.0,0.0005852097282085,0.00867466667113,704.5263267425377,0.0178369685358325,0.0130802253623309,0.0291510538791197,0.0632501835361019,0.0040380490798733,0.0041838525665706,0.0086891754772132,0.0,8.622583679597054e-05,0.0024023232050709,0.000509291841932,0.0,0.0004209721313274,0.0128910551047176,APP16C,APP
APP.16C.7,19.436403427825663,1.2109959512487622,0.1459639303222151,0.0936730192021877,0.0667522073259316,0.0002393132010197,0.0022615021825819,0.0039998001686306,4.980890039445779,0.0782104688539618,0.0088374564154069,8.673885720918583e-06,0.0004380975011907,0.0098293613443987,637.0440147811099,0.0179612951423384,0.0103810301077893,0.0315330066769189,0.0625252210615104,0.0021582049999938,0.0046161740556421,0.0328047843906525,7.274140921336386e-05,0.0,0.0027924699573275,0.0004418190237434,0.0,0.0003990564578139,0.0103858688612648,APP16C,APP
APP.16C.8,19.760836005852926,1.2216446499582896,0.1729042315725554,0.097012432048712,0.0064102196284731,0.0002345812519049,0.0017848974099394,0.0049732396341954,5.336502056296232,0.0665726080132065,0.001374124973713,3.079148574102272e-05,0.0021951678821922,0.0114626144392858,565.1081333034521,0.0204079704341836,0.0129304433696309,0.021685511150346,0.0669582024972015,0.0024579305675528,0.0030597650907443,0.024171267375089,2.6956214736385985e-05,0.0,0.000909588661367,0.0007498726667324,0.0,7.291000040588413e-05,0.014249897124572,APP16C,APP
APP.16C.9,24.46859184707895,1.514915583239953,0.172829604264911,0.1239341451499073,0.0223109564426433,0.0004467747530181,0.0032416987702732,0.0053163619735595,6.27254784224922,0.0290319093806332,0.011491890317485,4.795079168929311e-05,0.0021157580955193,0.013681555164309,519.9358424312128,0.026757529137803,0.0145294615381669,0.0466989594000257,0.07704798544657,0.0025659272992079,0.004733734864002,0.0316042157013042,0.0002722994448959,0.0,0.0068083404747899,0.0004075109930207,0.0,0.0004889382636546,0.0157256410210793,APP16C,APP
APP.16C.10,28.60220014338033,1.7471057091390008,0.2224903642794213,0.1241242803425696,0.0153558673725126,0.0004589234367684,0.0049078888114412,0.0079721697775477,7.28993991831129,0.0464091875670121,0.0009589540419172,2.4895318379637163e-05,0.002670503542721,0.01935631971303,476.9921743622128,0.0307076726807688,0.0141794624568228,0.0381492266997988,0.0963476600808909,0.0024422020849005,0.0038545193274387,0.0148042216481822,0.0003606864072493,0.0,0.0021974524549926,0.0007359381910144,0.0,0.000535404832287,0.0143331991355583,APP16C,APP
APP.16C.11,29.14825770988633,1.823761237213597,0.2189269122446078,0.1287406173519189,0.0209258403712394,0.0004592092714505,0.0048264604506295,0.0058207523477403,7.617998327276954,0.0310508319173801,0.0094968308965175,6.798323946171995e-05,0.0007588772807556,0.0153785745980938,460.1216503042028,0.0275222116735656,0.0125984310584081,0.0424273009945477,0.0982277060728736,0.0030409085710903,0.0048581969306382,0.010791142203468,0.0,0.0,0.0031293515452422,0.0004604859852087,0.0,0.0002289391505804,0.0171294455548496,APP16C,APP
APP.16C.12,28.19642431199857,1.76692710491622,0.1769343061560887,0.1290863059439089,0.0362611540367514,0.0010534754807473,0.0044180589209617,0.006242904160048,7.565775507337429,0.1062300407851953,0.0025429441171733,0.0,0.0018835649888126,0.0159126731645456,430.34719218797153,0.0356311174873885,0.0216669399027548,0.0390806268350178,0.0933014138927688,0.0051170183903702,0.0042002343747153,0.0075003543421495,0.0001091663452515,0.0001411613068957,0.0013004874199579,0.0008376216685424,3.599362525411851e-05,0.0004814195654345,0.0189996764282412,APP16C,APP
APP.16C.13,33.471464942627925,1.971324141072304,0.2319241632983239,0.1553171819809331,0.0188720325252439,0.0007561562781682,0.0037684182156237,0.0064799590114043,8.48002530569634,0.0596979267008367,0.0042608806898346,6.462694709641985e-05,0.0013613540062621,0.0177218615346347,380.23337436244657,0.0405472372100411,0.0299463177512766,0.0442022537491908,0.1150824703350386,0.0045298762061256,0.0061469284179782,0.0145394234344626,0.0003723456456523,0.0001597660178305,0.00171101425705,0.0001829891796127,2.0117410814978943e-05,0.0009517606459827,0.0236935664894295,APP16C,APP
APP.16C.14,30.48906790451252,1.8463235538196647,0.2105968544291608,0.1420519539010502,0.0261625373516254,0.0008333860453797,0.0032820756025517,0.0071150356868261,8.17377865329671,0.011623183865398,0.0045904826288368,1.5366332510417917e-05,0.001532099243875,0.0158614083708099,359.5943911574406,0.0347091415145984,0.0100697673816608,0.0449984561914912,0.0858502696461065,0.0052872629000234,0.0050669723719977,0.0169909762335644,0.0,0.0,0.0051797980544206,0.0008001953180154,0.0,0.0005253455559742,0.0159661833456668,APP16C,APP
APP.16C.15,41.88041016404184,2.5390520421465,0.2604384563868215,0.1798924524919202,0.0306580261022278,0.0008554049817402,0.0053395390219927,0.0067952365724254,10.464364122792798,0.0842857745014358,0.0058383120363075,5.378569343186944e-05,0.0004341326682927,0.02450729242541,323.515751466336,0.0539033805905801,0.0181070420535732,0.0597867405375535,0.1243623256094121,0.0033189239034499,0.0081101885950633,0.0124165097506263,9.61508150206642e-05,0.0,0.002083651030111,0.002443512737785,2.36443232298412e-05,0.0009840459146825,0.0252217372094824,APP16C,APP
APP.2A.1,7.76159266697555,0.6077386018280468,0.1657891498527112,0.0322122722149824,0.0391200379471797,0.0005470868354683,0.0066341579693183,0.0016758376426532,3.154930110900171,0.1011950106425957,0.0140768574479779,3.695563225047583e-05,0.0011494589412152,0.0983668859589314,1710.9522596746915,0.006438307163892,0.0002252127141858,0.0775870018614462,0.2410536263073794,0.0014461109476572,0.0024279152056276,0.0021649921855253,6.817876959073632e-05,3.3983523995731384e-05,4.334198977272256e-05,0.0,0.0,0.0039710679973832,0.0005570379013224,APP2A,APP
APP.2A.2,10.07877066278814,0.7122504045328495,0.1986513731019629,0.0275692189456972,0.0290292215018323,0.0002327569237737,0.0076768129848587,0.0013210169470216,3.619810784393512,0.0790248379184506,0.0064790343972796,4.8862054080162346e-05,0.0005200373899612,0.1114954947943738,1427.1565358045943,0.0073002179672407,0.0001787325765292,0.0887718259607907,0.2918979416697073,0.0011326487777624,0.0030733165826283,0.0228184717811347,2.0434096920445e-05,8.148256440478761e-05,0.0001433611843018,0.000139103450619,0.0,0.0033723803528082,0.0011257439786139,APP2A,APP
APP.2A.3,10.911703102165696,0.7580927653161994,0.214700006969985,0.0271885655635314,0.0318934268349418,0.0007016371193206,0.0082065959652799,0.0014975806072105,3.90516781455732,0.1823229723500837,0.0142435478467758,3.8289806714415015e-05,7.73970029236589e-05,0.1192595283331597,1292.2744020457512,0.0078960905223237,0.0001792555102623,0.0893547019322062,0.2993458186546666,0.001094809372713,0.002622270369711,0.0149436444196172,2.2566921489051636e-05,0.000224968424199,0.0002520056960906,5.039657383561372e-05,0.0,0.0032595008620139,0.0014668723742562,APP2A,APP
APP.2A.4,9.768015699683955,0.7656895913521194,0.1934492077583864,0.0338924148825322,0.0407605128039324,0.0003540672793825,0.0064162918577964,0.0010869426602933,3.857502675140854,0.2772875275018022,0.013711357201518,1.8282041429754788e-05,0.0003364033326178,0.1144603965291106,1152.8494187334056,0.0069964471695604,0.0001539573253231,0.0892547236028749,0.3087920815207767,0.0007253042171443,0.0025419981732107,0.015315804319493,7.644356173675699e-05,0.0002032605562495,0.0002587249348719,0.0002286930077236,0.0,0.0044424088757148,0.0017854152190153,APP2A,APP
APP.2A.5,11.739264526623938,0.8634519167951862,0.214428872151918,0.0369613610998714,0.0688414623270505,0.0002830163409589,0.0083195950777222,0.0012419761715728,4.584033898802335,0.2212094463854667,0.0243289678095115,3.2919546003196744e-05,0.0004948893780626,0.1233877932530745,1010.3972092190642,0.007377418996934,5.183659375586499e-06,0.0946670206213299,0.3510839077039753,0.0010015469834694,0.00261465458047,0.0132865944025441,0.0,0.0,0.0001304547442868,6.445603939158572e-05,0.0,0.0050273480702118,0.0028936394226573,APP2A,APP
APP.2A.6,12.558710606030749,0.9107821270320332,0.2211976606847668,0.0494200415816688,0.1020486939597604,0.0004983845539809,0.0082893777865449,0.0007799404155761,4.917040599775438,0.2576150859987211,0.0158821906504322,2.9750437470666563e-05,0.0009871736506199,0.1337098834727488,899.3931638850079,0.0097836957827875,0.0002315083517265,0.106050212877913,0.3461550624406906,0.0006479237855527,0.0028033131443411,0.0324368580399898,0.0,0.0002605410220281,0.0009622472194506,7.241127121453082e-05,0.0,0.0043024746479567,0.0039703668196611,APP2A,APP
APP.2A.7,14.45013539920514,0.9500312684432652,0.1950366502953398,0.0439753319960491,0.0875629903262891,0.0003885157876839,0.0094454360993216,0.0009548689162522,4.892939668328848,0.0919156230471123,0.0158786182435717,1.944370173133334e-05,0.0016418422066489,0.1375060690359168,791.800954372286,0.0113491919273737,0.0007042938891704,0.1086121523318587,0.3404948186089674,0.0006951315573034,0.0027216730971021,0.0402444882787739,0.0,7.343283289965284e-05,0.0018189507426055,8.225072470416786e-05,0.0,0.0039446607647068,0.0049415670900662,APP2A,APP
