Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
1773.4252,717.21892,182.45538,260.40206,10930.09139,35.5,1.0,1.0,535.96954,7864.67504,30.08889,210.97007,1205.82422,3.53505,2.66667,2.12915,1.0,2.77374,66.16523,APP.15_9
1711.27558,715.83333,266.00532,256.9213,12279.66123,236.00029,1.0,1.0,812.13605,8139.75003,50.66667,439.70256,1818.15026,4.06288,1.0,5.0,6.85057,4.37961,72.36923,APP.15D_0
1564.66447,791.66667,243.61643,269.86574,10617.3279,156.09305,1.0,1.27118,730.80271,7567.75003,48.0,299.20256,1531.03915,3.59482,1.0,7.66667,1.64723,1.79835,63.5359,APP.15D_1
1663.83113,798.66667,205.50532,367.97197,11008.66123,90.16696,1.0,1.27118,785.96938,7095.52781,46.66667,270.64701,1435.48359,2.53926,1.0,6.83333,3.64723,1.34876,61.14701,APP.15D_2
1596.05335,582.55556,304.44976,151.51286,9998.55012,132.59295,1.0,1.0,539.85827,6660.13892,43.66667,314.0359,1118.76137,3.97572,1.0,9.0,1.77668,2.13168,84.14701,APP.15D_3
1586.44224,634.11111,237.61643,182.35108,10833.10568,199.5745,1.0,1.0,628.30271,6313.75003,45.22222,315.48034,1182.53915,3.20593,1.0,7.33333,6.10946,1.46501,72.59145,APP.15D_4
1630.72002,686.66667,218.17199,239.23508,10828.93901,70.98165,1.0,1.0,709.46938,5988.63892,43.44444,259.64701,1263.76137,5.61046,1.0,2.77778,1.12945,1.23251,58.81368,APP.15D_5
1510.38669,627.05556,214.00532,236.24974,10512.60568,143.87063,1.0,1.0,723.35827,5668.52781,42.66667,284.70256,1389.42804,2.55523,1.0,10.38889,3.20334,3.31892,57.48034,APP.15D_6
1381.60891,547.38889,220.50532,177.02263,9565.49457,143.87063,1.0,1.0,579.80271,5238.52781,39.0,237.0359,1113.48359,2.51564,1.0,2.77778,4.16502,1.11625,57.64701,APP.15D_7
1426.05335,575.55556,216.11643,226.1893,9920.49457,243.16686,1.0,1.0,640.74716,5002.4167,44.33333,244.98034,1233.87248,3.07885,1.0,7.66667,2.90612,1.9146,47.20256,APP.15D_8
1425.77558,640.27778,195.00532,267.41152,9841.21679,173.59295,1.0,1.0,585.13605,4745.52781,43.11111,211.75812,1140.48359,3.03926,1.0,2.33333,1.64723,1.11625,38.0359,APP.15D_9
1073.70942,185.61111,166.16932,9.40268,5595.55804,157.61933,1.0,1.0,82.76497,5381.95046,11.52834,147.38889,201.64563,3.80222,1.0,2.57359,1.94444,1.0,80.9313,APP.15y_0
994.65386,156.44444,151.83599,12.32625,5149.50249,216.64574,1.0,1.0,76.87608,4904.61713,9.86167,129.16667,171.70119,4.19723,1.0,1.0,1.0,2.36396,72.76464,APP.15y_1
1037.87608,172.83333,143.28043,1.55201,5200.66916,350.18975,1.0,1.0,78.43164,4663.2838,11.83232,125.61111,171.3123,2.58833,1.0,2.12915,2.88889,2.65704,74.04241,APP.15y_2
868.76497,144.38889,129.05821,3.73956,4655.89138,220.46147,1.0,1.0,68.76497,4338.17269,9.75056,148.27778,154.25674,3.64167,1.0,1.37638,1.0,1.29309,65.98686,APP.15y_3
983.0983,159.61111,153.72488,6.84713,5073.83582,46.66335,1.0,1.0,77.43164,4154.67269,16.86167,118.27778,173.36786,4.27334,1.0,1.0,1.0,1.58618,70.26464,APP.15y_4
752.37608,121.38889,122.83599,1.73602,4050.72471,84.06984,1.0,1.0,60.65386,3970.95046,9.52834,112.77778,145.8123,2.49778,1.0,2.12915,1.0,1.0,56.59797,APP.15y_5
779.54275,122.27778,110.72488,1.0,4044.00249,56.52309,1.0,1.0,58.54275,3740.22824,10.38787,106.83333,123.53452,2.47722,1.0,1.75277,1.0,1.29309,53.9313,APP.15y_6
739.87608,113.27778,114.28043,6.47912,3944.78027,88.58745,1.0,1.0,59.98719,3609.33935,8.24741,102.0,152.3123,2.15833,1.0,1.37638,1.0,2.99038,58.15352,APP.15y_7
828.87608,118.05556,127.72488,4.47558,4228.00249,99.27172,1.0,1.0,60.20942,3378.67269,9.49898,110.61111,152.42341,3.10889,1.0,1.37638,1.0,1.29309,70.59797,APP.15y_8
782.04275,127.5,107.83599,9.21868,4285.89138,51.18095,1.0,1.0,69.87608,3126.7838,10.41723,112.44444,135.64563,3.02445,1.0,2.12915,1.0,1.87927,61.48686,APP.15y_9
2183.08052,360.44444,203.41727,24.38901,9951.55247,370.51174,1.0,1.0,101.61609,5431.73814,6.91595,90.38454,171.04644,7.55556,1.0,5.84446,2.58261,1.0,49.88353,APP.16_0
2051.58052,314.94444,209.41727,14.60619,9123.83025,339.62285,1.0,1.0,82.06053,5017.57147,4.06109,89.10677,132.37978,5.11111,1.0,6.17779,3.52706,1.0,38.99464,APP.16_1
1930.41385,295.88889,181.7506,22.46472,9013.66358,212.34507,1.0,1.0,96.83831,4771.18258,5.46699,83.49566,156.26867,4.55556,1.0,4.70668,14.20725,1.0,44.77242,APP.16_2
2001.96941,332.11111,193.63949,26.69702,8968.3858,179.51174,1.0,1.0,97.17164,4508.73814,4.87741,87.71788,143.71311,4.22222,1.0,4.68001,1.0,1.0,45.93908,APP.16_3
1917.52496,283.83333,150.52838,4.54548,8511.33025,90.58059,1.0,1.0,102.50498,4120.73814,6.65519,75.05121,149.93533,2.94444,1.0,3.8689,4.95654,1.0,52.16131,APP.16_4
1791.35829,243.33333,240.19504,3.4748,7970.83025,86.25117,1.0,1.0,89.7272,3800.96036,4.58261,70.05121,126.32422,3.72222,1.0,5.34224,3.73575,1.0,39.93908,APP.16_5
1797.52496,288.83333,209.63949,22.38397,8013.66358,91.01174,1.0,1.0,78.50498,3475.57147,6.94998,73.27343,98.49089,3.55556,1.0,1.76667,2.58261,1.25206,43.16131,APP.16_6
